,hourofyear,job_name,hour
1416,1645.0,525,1045.0
1417,1646.0,1092,1046.0
1418,1647.0,1065,1047.0
1419,1648.0,1049,1048.0
1420,1649.0,1117,1049.0
1421,1650.0,728,1050.0
1422,1651.0,1136,1051.0
1423,1652.0,1018,1052.0
1424,1653.0,2204,1053.0
1425,1654.0,1683,1054.0
1426,1655.0,894,1055.0
1427,1656.0,1820,1056.0
1428,1657.0,961,1057.0
1429,1658.0,1469,1058.0
1430,1659.0,485,1059.0
1431,1660.0,934,1060.0
1432,1661.0,640,1061.0
1433,1662.0,604,1062.0
1434,1663.0,1344,1063.0
1435,1664.0,808,1064.0
1436,1665.0,709,1065.0
1437,1666.0,1390,1066.0
1438,1667.0,1233,1067.0
1439,1668.0,1007,1068.0
1440,1669.0,714,1069.0
1441,1670.0,876,1070.0
1442,1671.0,1058,1071.0
1443,1672.0,1052,1072.0
1444,1673.0,1033,1073.0
1445,1674.0,901,1074.0
1446,1675.0,833,1075.0
1447,1676.0,673,1076.0
1448,1677.0,772,1077.0
1449,1678.0,643,1078.0
1450,1679.0,370,1079.0
1451,1680.0,1218,1080.0
1452,1681.0,494,1081.0
1453,1682.0,755,1082.0
1454,1683.0,1571,1083.0
1455,1684.0,724,1084.0
1456,1685.0,745,1085.0
1457,1686.0,1066,1086.0
1458,1687.0,785,1087.0
1459,1688.0,614,1088.0
1460,1689.0,761,1089.0
1461,1690.0,1873,1090.0
1462,1691.0,2073,1091.0
1463,1692.0,987,1092.0
1464,1693.0,691,1093.0
1465,1694.0,1315,1094.0
1466,1695.0,1065,1095.0
1467,1696.0,942,1096.0
1468,1697.0,993,1097.0
1469,1698.0,871,1098.0
1470,1699.0,1432,1099.0
1471,1700.0,1219,1100.0
1472,1701.0,853,1101.0
1473,1702.0,941,1102.0
1474,1703.0,798,1103.0
1475,1704.0,1639,1104.0
1476,1705.0,755,1105.0
1477,1706.0,849,1106.0
1478,1707.0,492,1107.0
1479,1708.0,1025,1108.0
1480,1709.0,1007,1109.0
1481,1710.0,1098,1110.0
1482,1711.0,904,1111.0
1483,1712.0,727,1112.0
1484,1713.0,692,1113.0
1485,1714.0,1083,1114.0
1486,1715.0,1045,1115.0
1487,1716.0,1206,1116.0
1488,1717.0,1466,1117.0
1489,1718.0,1252,1118.0
1490,1719.0,1336,1119.0
1491,1720.0,1111,1120.0
1492,1721.0,1070,1121.0
1493,1722.0,783,1122.0
1494,1723.0,940,1123.0
1495,1724.0,716,1124.0
1496,1725.0,524,1125.0
1497,1726.0,568,1126.0
1498,1727.0,1202,1127.0
1499,1728.0,2641,1128.0
1500,1729.0,639,1129.0
1501,1730.0,715,1130.0
1502,1731.0,425,1131.0
1503,1732.0,626,1132.0
1504,1733.0,566,1133.0
1505,1734.0,1005,1134.0
1506,1735.0,1149,1135.0
1507,1736.0,835,1136.0
1508,1737.0,643,1137.0
1509,1738.0,1070,1138.0
1510,1739.0,1129,1139.0
1511,1740.0,963,1140.0
1512,1741.0,488,1141.0
1513,1742.0,1099,1142.0
1514,1743.0,1102,1143.0
1515,1744.0,864,1144.0
1516,1745.0,1195,1145.0
1517,1746.0,854,1146.0
1518,1747.0,695,1147.0
1519,1748.0,654,1148.0
1520,1749.0,656,1149.0
1521,1750.0,370,1150.0
1522,1751.0,404,1151.0
1523,1752.0,1540,1152.0
1524,1753.0,989,1153.0
1525,1754.0,671,1154.0
1526,1755.0,515,1155.0
1527,1756.0,656,1156.0
1528,1757.0,465,1157.0
1529,1758.0,804,1158.0
1530,1759.0,817,1159.0
1531,1760.0,1004,1160.0
1532,1761.0,544,1161.0
1533,1762.0,589,1162.0
1534,1763.0,508,1163.0
1535,1764.0,523,1164.0
1536,1765.0,596,1165.0
1537,1766.0,480,1166.0
1538,1767.0,533,1167.0
1539,1768.0,536,1168.0
1540,1769.0,548,1169.0
1541,1770.0,644,1170.0
1542,1771.0,708,1171.0
1543,1772.0,582,1172.0
1544,1773.0,685,1173.0
1545,1774.0,393,1174.0
1546,1775.0,409,1175.0
1547,1776.0,1705,1176.0
1548,1777.0,494,1177.0
1549,1778.0,761,1178.0
1550,1779.0,462,1179.0
1551,1780.0,559,1180.0
1552,1781.0,877,1181.0
1553,1782.0,1034,1182.0
1554,1783.0,1113,1183.0
1555,1784.0,521,1184.0
1556,1785.0,650,1185.0
1557,1786.0,531,1186.0
1558,1787.0,538,1187.0
1559,1788.0,725,1188.0
1560,1789.0,554,1189.0
1561,1790.0,446,1190.0
1562,1791.0,653,1191.0
1563,1792.0,1379,1192.0
1564,1793.0,601,1193.0
1565,1794.0,390,1194.0
1566,1795.0,248,1195.0
1567,1796.0,565,1196.0
1568,1797.0,871,1197.0
1569,1798.0,340,1198.0
1570,1799.0,1195,1199.0
1571,1800.0,2010,1200.0
1572,1801.0,435,1201.0
1573,1802.0,772,1202.0
1574,1803.0,441,1203.0
1575,1804.0,446,1204.0
1576,1805.0,592,1205.0
1577,1806.0,1222,1206.0
1578,1807.0,863,1207.0
1579,1808.0,748,1208.0
1580,1809.0,736,1209.0
1581,1810.0,960,1210.0
1582,1811.0,861,1211.0
1583,1812.0,828,1212.0
1584,1813.0,584,1213.0
1585,1814.0,1068,1214.0
1586,1815.0,951,1215.0
1587,1816.0,885,1216.0
1588,1817.0,909,1217.0
1589,1818.0,895,1218.0
1590,1819.0,750,1219.0
1591,1820.0,689,1220.0
1592,1821.0,718,1221.0
1593,1822.0,481,1222.0
1594,1823.0,485,1223.0
